Case_ID,Created_Date,Assigned_Date,Resolved_Date,Case_Type,Priority,Assigned_Team,Assigned_Analyst,Routing_Method,Reassignment_Count,Current_Status,SLA_Target_Hours,SLA_Met,Root_Cause,Reopened_Flag,Customer_Segment,Documentation_Gap,Policy_Exception,Historical_Rework_Risk,Estimated_Work_Hours,Assignment_Lag_Hours,Resolution_Hours,Handling_Hours,SLA_Met_Calculated,SLA_Breach_Hours,Score_Case_Type,Score_Priority,Score_Documentation_Gap,Score_Policy_Exception,Score_Rework_Risk,Complexity_Score,Complexity_Band
CS-2026-000257,2026-01-22 14:00:00,2026-01-22 14:35:00,2026-01-23 21:47:00,Benefits Inquiry,Standard,TEAM-02,AN-014,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,Yes,No,No,4.84,0.58,31.78,31.2,Yes,,13,11,20,0,0,44,Moderate
CS-2026-005752,2026-01-18 15:30:00,2026-01-18 15:57:00,2026-01-20 10:05:00,Billing Correction,High,TEAM-05,AN-035,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,No,Individual,Yes,No,Yes,8.12,0.45,42.58,42.13,Yes,,17,19,20,0,10,66,High
CS-2026-009568,2026-02-20 11:45:00,2026-02-20 11:55:00,2026-02-22 17:20:00,Claims Dispute,High,TEAM-05,AN-032,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Enterprise,Yes,No,No,9.17,0.17,53.58,53.42,Yes,,26,19,20,0,0,65,High
CS-2026-005660,2026-01-10 12:45:00,2026-01-10 14:37:00,2026-01-11 21:19:00,Claims Dispute,Standard,TEAM-02,AN-016,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Individual,No,No,Yes,7.24,1.87,32.57,30.7,Yes,,26,11,0,0,10,47,Moderate
CS-2026-006467,2026-05-27 08:30:00,2026-05-27 16:12:00,2026-05-29 22:14:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Analyst Self-Select,1.0,Resolved,48,No,External party delay,No,Mid-Market,No,No,No,7.28,7.7,61.73,54.03,No,13.73,13,11,0,0,0,24,Low
CS-2026-014874,2026-05-20 16:15:00,2026-05-20 17:28:00,2026-05-24 08:49:00,Claims Dispute,Low,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,No,No issue identified,No,Individual,No,No,No,6.87,1.22,88.57,87.35,No,16.57,26,5,0,0,0,31,Moderate
CS-2026-005441,2026-05-23 08:00:00,2026-05-23 10:17:00,2026-05-25 11:58:00,Authorization Review,Standard,TEAM-04,AN-023,Manual Triage,0.0,Resolved,48,No,Incorrect initial routing,No,Small Group,No,Yes,No,5.13,2.28,51.97,49.68,No,3.97,22,11,0,15,0,48,Moderate
CS-2026-006149,2026-03-07 12:00:00,2026-03-07 17:09:00,2026-03-08 09:34:00,Enrollment Change,Standard,TEAM-03,AN-017,Manual Triage,0.0,Resolved,24,Yes,External party delay,No,Small Group,No,No,Yes,1.68,5.15,21.57,16.42,Yes,,9,11,0,0,10,30,Moderate
CS-2026-007697,2026-02-05 15:00:00,2026-02-05 15:04:00,2026-02-07 10:31:00,Billing Correction,Standard,TEAM-05,AN-028,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Mid-Market,Yes,Yes,No,9.46,0.07,43.52,43.45,Yes,,17,11,20,15,0,63,High
CS-2026-015349,2026-04-26 13:00:00,2026-04-26 14:10:00,2026-04-28 03:41:00,Authorization Review,Standard,TEAM-04,AN-024,Auto-Routed,1.0,Resolved,48,Yes,Complex eligibility,No,Small Group,No,No,No,6.08,1.17,38.68,37.52,Yes,,22,11,0,0,0,33,Moderate
CS-2026-008289,2026-01-05 08:00:00,2026-01-05 10:21:00,2026-01-06 22:33:00,Enrollment Change,Standard,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,24,No,Complex eligibility,No,Enterprise,No,No,Yes,3.04,2.35,38.55,36.2,No,14.55,9,11,0,0,10,30,Moderate
CS-2026-013930,2026-03-02 14:45:00,2026-03-02 16:10:00,2026-03-04 01:55:00,Enrollment Change,Standard,TEAM-03,AN-020,Auto-Routed,2.0,Resolved,24,No,Policy exception required,No,Individual,No,Yes,No,7.9,1.42,35.17,33.75,No,11.17,9,11,0,15,0,35,Moderate
CS-2026-011595,2026-04-05 12:30:00,2026-04-05 13:35:00,2026-04-07 03:48:00,Claims Dispute,High,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,Yes,No,No,8.22,1.08,39.3,38.22,Yes,,26,19,20,0,0,65,High
CS-2026-006518,2026-04-12 14:15:00,2026-04-12 15:10:00,2026-04-14 22:09:00,Billing Correction,Standard,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Small Group,No,No,No,4.89,0.92,55.9,54.98,Yes,,17,11,0,0,0,28,Low
CS-2026-015045,2026-06-22 16:30:00,2026-06-22 20:16:00,2026-06-24 16:42:00,Claims Dispute,High,TEAM-02,AN-016,Manual Triage,0.0,Resolved,72,Yes,Policy exception required,No,Individual,No,Yes,No,6.42,3.77,48.2,44.43,Yes,,26,19,0,15,0,60,High
CS-2026-012840,2026-04-29 14:15:00,2026-04-29 14:32:00,2026-04-30 06:12:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,48,Yes,Policy exception required,No,Individual,No,No,No,3.9,0.28,15.95,15.67,Yes,,13,11,0,0,0,24,Low
CS-2026-006290,2026-04-08 08:30:00,2026-04-08 08:37:00,2026-04-10 18:12:00,Billing Correction,Standard,TEAM-05,AN-029,Auto-Routed,2.0,Resolved,72,Yes,External party delay,No,Mid-Market,No,No,No,9.6,0.12,57.7,57.58,Yes,,17,11,0,0,0,28,Low
CS-2026-011118,2026-01-20 10:15:00,2026-01-20 11:34:00,2026-01-21 22:03:00,Benefits Inquiry,Low,TEAM-01,AN-006,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Small Group,No,No,No,2.72,1.32,35.8,34.48,Yes,,13,5,0,0,0,18,Low
CS-2026-001406,2026-03-26 17:15:00,2026-03-26 17:31:00,2026-04-04 07:28:00,Claims Dispute,Low,TEAM-04,AN-026,Auto-Routed,1.0,Resolved,72,No,Incorrect initial routing,No,Small Group,Yes,No,No,11.79,0.27,206.22,205.95,No,134.22,26,5,20,0,0,51,Moderate
CS-2026-005134,2026-06-20 10:15:00,2026-06-20 14:57:00,2026-06-21 09:31:00,Enrollment Change,High,TEAM-03,AN-020,Manual Triage,1.0,Resolved,24,Yes,Missing documentation,No,Small Group,No,No,No,4.34,4.7,23.27,18.57,Yes,,9,19,0,0,0,28,Low
CS-2026-003384,2026-03-07 08:15:00,2026-03-07 08:36:00,2026-03-08 07:06:00,Billing Correction,High,TEAM-05,AN-028,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,No,Yes,No,5.99,0.35,22.85,22.5,Yes,,17,19,0,15,0,51,Moderate
CS-2026-006309,2026-03-29 16:00:00,2026-03-29 20:58:00,2026-03-30 08:30:00,Benefits Inquiry,Standard,TEAM-05,AN-033,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Mid-Market,No,No,No,2.69,4.97,16.5,11.53,Yes,,13,11,0,0,0,24,Low
CS-2026-010130,2026-02-01 08:45:00,2026-02-01 09:43:00,2026-02-03 18:43:00,Billing Correction,Standard,TEAM-05,AN-030,Auto-Routed,0.0,Resolved,72,Yes,Policy exception required,No,Enterprise,No,Yes,No,5.74,0.97,57.97,57.0,Yes,,17,11,0,15,0,43,Moderate
CS-2026-006126,2026-02-16 07:00:00,2026-02-16 08:55:00,2026-02-19 02:48:00,Claims Dispute,Standard,TEAM-04,AN-023,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Mid-Market,Yes,No,No,10.65,1.92,67.8,65.88,Yes,,26,11,20,0,0,57,High
CS-2026-013472,2026-01-27 16:15:00,2026-01-27 17:26:00,2026-02-02 14:30:00,Claims Dispute,Standard,TEAM-02,AN-012,Auto-Routed,1.0,Resolved,72,No,Missing documentation,No,Enterprise,Yes,Yes,No,16.31,1.18,142.25,141.07,No,70.25,26,11,20,15,0,72,High
CS-2026-004262,2026-04-02 14:00:00,2026-04-02 17:04:00,2026-04-03 02:21:00,Benefits Inquiry,Standard,TEAM-01,AN-009,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Individual,No,No,No,2.13,3.07,12.35,9.28,Yes,,13,11,0,0,0,24,Low
CS-2026-000758,2026-01-07 08:00:00,2026-01-07 10:29:00,2026-01-08 12:08:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Manual Triage,0.0,Resolved,48,Yes,Incorrect initial routing,No,Enterprise,No,No,No,4.81,2.48,28.13,25.65,Yes,,13,11,0,0,0,24,Low
CS-2026-014037,2026-05-19 17:00:00,2026-05-20 01:15:00,2026-05-21 04:47:00,Billing Correction,Standard,TEAM-05,AN-033,Analyst Self-Select,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,Yes,4.69,8.25,35.78,27.53,Yes,,17,11,0,0,10,38,Moderate
CS-2026-003686,2026-04-10 13:30:00,2026-04-10 15:32:00,2026-04-13 05:09:00,Enrollment Change,Standard,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,24,No,System data gap,No,Individual,Yes,No,No,6.35,2.03,63.65,61.62,No,39.65,9,11,20,0,0,40,Moderate
CS-2026-002507,2026-01-15 09:15:00,2026-01-15 09:59:00,2026-01-18 23:52:00,Coverage Termination,Standard,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,96,Yes,External party delay,No,Small Group,No,No,Yes,9.59,0.73,86.62,85.88,Yes,,30,11,0,0,10,51,Moderate
CS-2026-007098,2026-06-01 14:30:00,2026-06-01 18:33:00,2026-06-04 09:02:00,Coverage Termination,High,TEAM-01,AN-007,Manual Triage,0.0,Resolved,96,Yes,No issue identified,No,Enterprise,No,Yes,No,13.48,4.05,66.53,62.48,Yes,,30,19,0,15,0,64,High
CS-2026-013981,2026-03-03 10:45:00,2026-03-03 11:48:00,2026-03-04 02:01:00,Benefits Inquiry,High,TEAM-05,AN-029,Auto-Routed,0.0,Resolved,48,Yes,Complex eligibility,No,Individual,No,No,No,5.05,1.05,15.27,14.22,Yes,,13,19,0,0,0,32,Moderate
CS-2026-001024,2026-01-07 08:15:00,2026-01-07 08:33:00,2026-01-07 18:52:00,Enrollment Change,Standard,TEAM-03,AN-021,Auto-Routed,0.0,Resolved,24,Yes,System data gap,No,Mid-Market,No,No,No,1.82,0.3,10.62,10.32,Yes,,9,11,0,0,0,20,Low
CS-2026-001613,2026-03-08 09:15:00,2026-03-08 10:24:00,2026-03-09 18:43:00,Billing Correction,Standard,TEAM-05,AN-035,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Mid-Market,No,No,No,4.07,1.15,33.47,32.32,Yes,,17,11,0,0,0,28,Low
CS-2026-012268,2026-04-27 07:45:00,2026-04-27 14:13:00,2026-04-28 15:15:00,Benefits Inquiry,Standard,TEAM-01,AN-003,Analyst Self-Select,0.0,Resolved,48,Yes,No issue identified,Yes,Individual,No,No,No,3.19,6.47,31.5,25.03,Yes,,13,11,0,0,0,24,Low
CS-2026-015601,2026-04-20 15:15:00,2026-04-20 16:13:00,2026-04-21 08:56:00,Enrollment Change,High,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,Yes,Complex eligibility,No,Mid-Market,No,No,No,2.75,0.97,17.68,16.72,Yes,,9,19,0,0,0,28,Low
CS-2026-011574,2026-01-23 09:00:00,2026-01-23 10:39:00,2026-01-25 07:11:00,Billing Correction,High,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,Missing documentation,No,Enterprise,Yes,No,No,8.51,1.65,46.18,44.53,Yes,,17,19,20,0,0,56,High
CS-2026-006402,2026-01-23 13:45:00,2026-01-23 14:46:00,2026-01-24 18:15:00,Billing Correction,Standard,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,No,4.42,1.02,28.5,27.48,Yes,,17,11,0,0,0,28,Low
CS-2026-011358,2026-03-09 07:45:00,2026-03-09 08:25:00,2026-03-10 13:16:00,Billing Correction,Standard,TEAM-05,AN-034,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Mid-Market,Yes,No,No,8.01,0.67,29.52,28.85,Yes,,17,11,20,0,0,48,Moderate
CS-2026-006769,2026-06-26 15:15:00,2026-06-26 15:49:00,2026-06-27 18:58:00,Benefits Inquiry,Standard,TEAM-01,AN-009,Auto-Routed,1.0,Resolved,48,Yes,External party delay,No,Mid-Market,Yes,No,No,6.56,0.57,27.72,27.15,Yes,,13,11,20,0,0,44,Moderate
CS-2026-007977,2026-03-05 08:30:00,2026-03-05 10:25:00,2026-03-10 11:27:00,Billing Correction,Standard,TEAM-05,AN-032,Auto-Routed,2.0,Resolved,72,No,Missing documentation,No,Mid-Market,Yes,Yes,No,13.04,1.92,122.95,121.03,No,50.95,17,11,20,15,0,63,High
CS-2026-008077,2026-06-25 12:45:00,2026-06-25 13:03:00,2026-06-26 08:31:00,Billing Correction,High,TEAM-05,AN-030,Auto-Routed,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,No,4.1,0.3,19.77,19.47,Yes,,17,19,0,0,0,36,Moderate
CS-2026-013765,2026-01-26 12:30:00,2026-01-26 13:57:00,2026-01-27 09:55:00,Benefits Inquiry,Standard,TEAM-01,AN-006,Manual Triage,0.0,Resolved,48,Yes,Policy exception required,No,Individual,No,No,No,2.72,1.45,21.42,19.97,Yes,,13,11,0,0,0,24,Low
CS-2026-009415,2026-02-08 13:30:00,2026-02-08 15:54:00,2026-02-09 15:38:00,Enrollment Change,High,TEAM-03,AN-018,Manual Triage,0.0,Resolved,24,No,Missing documentation,No,Individual,No,No,No,2.48,2.4,26.13,23.73,No,2.13,9,19,0,0,0,28,Low
CS-2026-014347,2026-02-07 12:45:00,2026-02-07 16:12:00,2026-02-08 12:24:00,Enrollment Change,Standard,TEAM-03,AN-021,Manual Triage,0.0,Resolved,24,Yes,Complex eligibility,No,Small Group,No,No,No,2.47,3.45,23.65,20.2,Yes,,9,11,0,0,0,20,Low
CS-2026-006496,2026-05-07 13:30:00,2026-05-07 18:11:00,2026-05-09 03:37:00,Coverage Termination,Urgent,TEAM-01,AN-007,Manual Triage,0.0,Resolved,96,Yes,Incorrect initial routing,No,Enterprise,No,No,No,10.49,4.68,38.12,33.43,Yes,,30,25,0,0,0,55,High
CS-2026-005086,2026-05-19 08:45:00,2026-05-19 08:48:00,2026-05-22 16:04:00,Authorization Review,Standard,TEAM-04,AN-023,Auto-Routed,0.0,Resolved,48,No,Missing documentation,No,Mid-Market,No,Yes,No,5.53,0.05,79.32,79.27,No,31.32,22,11,0,15,0,48,Moderate
CS-2026-013368,2026-04-08 10:30:00,2026-04-08 11:45:00,2026-04-10 03:29:00,Benefits Inquiry,Standard,TEAM-01,AN-004,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Small Group,No,No,No,3.2,1.25,40.98,39.73,Yes,,13,11,0,0,0,24,Low
CS-2026-009245,2026-04-17 08:00:00,2026-04-17 08:02:00,2026-04-19 16:01:00,Coverage Termination,High,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,96,Yes,Missing documentation,No,Mid-Market,No,No,No,6.29,0.03,56.02,55.98,Yes,,30,19,0,0,0,49,Moderate
CS-2026-004014,2026-03-04 10:45:00,2026-03-04 12:43:00,2026-03-06 23:18:00,Authorization Review,Standard,TEAM-04,AN-027,Auto-Routed,0.0,Resolved,48,No,External party delay,No,Mid-Market,No,No,No,5.53,1.97,60.55,58.58,No,12.55,22,11,0,0,0,33,Moderate
CS-2026-002861,2026-03-13 08:15:00,2026-03-13 15:20:00,2026-03-16 19:37:00,Claims Dispute,Low,TEAM-02,AN-014,Manual Triage,1.0,Resolved,72,No,Policy exception required,Yes,Mid-Market,No,Yes,No,12.44,7.08,83.37,76.28,No,11.37,26,5,0,15,0,46,Moderate
CS-2026-010640,2026-02-28 07:30:00,2026-02-28 09:01:00,2026-03-02 10:17:00,Coverage Termination,Standard,TEAM-01,AN-003,Auto-Routed,0.0,Resolved,96,Yes,System data gap,No,Mid-Market,No,No,No,5.83,1.52,50.78,49.27,Yes,,30,11,0,0,0,41,Moderate
CS-2026-011894,2026-03-29 11:30:00,2026-03-29 13:27:00,2026-04-02 05:01:00,Claims Dispute,Low,TEAM-02,AN-015,Auto-Routed,1.0,Resolved,72,No,Incorrect initial routing,No,Mid-Market,No,No,No,9.11,1.95,89.52,87.57,No,17.52,26,5,0,0,0,31,Moderate
CS-2026-001977,2026-01-09 14:30:00,2026-01-09 21:34:00,2026-01-14 22:09:00,Billing Correction,Low,TEAM-05,AN-034,Analyst Self-Select,1.0,Resolved,72,No,Missing documentation,No,Small Group,Yes,Yes,Yes,12.88,7.07,127.65,120.58,No,55.65,17,5,20,15,10,67,High
CS-2026-007390,2026-04-30 11:45:00,2026-04-30 13:06:00,2026-05-03 12:29:00,Claims Dispute,High,TEAM-02,AN-010,Auto-Routed,0.0,Resolved,72,No,Policy exception required,No,Mid-Market,No,Yes,No,10.58,1.35,72.73,71.38,No,0.73,26,19,0,15,0,60,High
CS-2026-007422,2026-05-14 08:30:00,2026-05-14 10:01:00,2026-05-15 19:14:00,Benefits Inquiry,Standard,TEAM-01,AN-005,Auto-Routed,2.0,Resolved,48,Yes,Policy exception required,No,Individual,No,No,No,9.54,1.52,34.73,33.22,Yes,,13,11,0,0,0,24,Low
CS-2026-009358,2026-01-20 08:15:00,2026-01-20 11:10:00,2026-01-21 04:51:00,Enrollment Change,High,TEAM-03,AN-017,Manual Triage,0.0,Resolved,24,Yes,Missing documentation,No,Small Group,No,No,Yes,2.16,2.92,20.6,17.68,Yes,,9,19,0,0,10,38,Moderate
CS-2026-002806,2026-04-07 13:00:00,2026-04-07 14:27:00,2026-04-08 22:53:00,Enrollment Change,Low,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,No,Policy exception required,No,Small Group,No,Yes,Yes,2.11,1.45,33.88,32.43,No,9.88,9,5,0,15,10,39,Moderate
CS-2026-013080,2026-04-05 07:30:00,2026-04-05 09:35:00,2026-04-06 16:11:00,Benefits Inquiry,High,TEAM-01,AN-001,Manual Triage,0.0,Resolved,48,Yes,External party delay,No,Individual,No,No,No,4.35,2.08,32.68,30.6,Yes,,13,19,0,0,0,32,Moderate
CS-2026-003033,2026-03-24 15:15:00,2026-03-24 15:59:00,2026-03-26 08:04:00,Billing Correction,Standard,TEAM-05,AN-033,Auto-Routed,0.0,Resolved,72,Yes,No issue identified,No,Small Group,No,No,No,3.77,0.73,40.82,40.08,Yes,,17,11,0,0,0,28,Low
CS-2026-012368,2026-05-16 09:00:00,2026-05-16 09:37:00,2026-05-17 01:01:00,Benefits Inquiry,Standard,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Enterprise,Yes,No,No,4.15,0.62,16.02,15.4,Yes,,13,11,20,0,0,44,Moderate
CS-2026-014491,2026-04-23 08:00:00,2026-04-23 08:17:00,2026-04-23 20:07:00,Benefits Inquiry,Standard,TEAM-01,AN-001,Auto-Routed,0.0,Resolved,48,Yes,System data gap,No,Mid-Market,No,No,Yes,3.55,0.28,12.12,11.83,Yes,,13,11,0,0,10,34,Moderate
CS-2026-009974,2026-02-08 08:45:00,2026-02-08 09:09:00,2026-02-10 19:13:00,Coverage Termination,Standard,TEAM-01,AN-007,Auto-Routed,1.0,Resolved,96,Yes,Not Recorded,Yes,Enterprise,No,No,No,9.59,0.4,58.47,58.07,Yes,,30,11,0,0,0,41,Moderate
CS-2026-011465,2026-05-06 14:00:00,2026-05-06 17:31:00,2026-05-08 00:53:00,Enrollment Change,Standard,TEAM-04,AN-026,Manual Triage,0.0,Resolved,24,No,External party delay,No,Individual,No,No,No,2.19,3.52,34.88,31.37,No,10.88,9,11,0,0,0,20,Low
CS-2026-004837,2026-03-03 15:15:00,2026-03-03 20:42:00,2026-03-04 15:18:00,Billing Correction,Urgent,TEAM-05,AN-033,Manual Triage,0.0,Resolved,72,Yes,System data gap,No,Small Group,No,No,Yes,4.06,5.45,24.05,18.6,Yes,,17,25,0,0,10,52,Moderate
CS-2026-008547,2026-05-13 11:00:00,2026-05-13 14:02:00,2026-05-14 16:45:00,Enrollment Change,High,TEAM-03,AN-018,Manual Triage,0.0,Resolved,24,No,Policy exception required,No,Small Group,No,Yes,No,3.55,3.03,29.75,26.72,No,5.75,9,19,0,15,0,43,Moderate
CS-2026-015261,2026-06-03 17:00:00,2026-06-03 17:43:00,2026-06-04 15:48:00,Benefits Inquiry,Standard,TEAM-01,AN-009,Auto-Routed,0.0,Resolved,48,Yes,External party delay,No,Small Group,No,Yes,Yes,4.96,0.72,22.8,22.08,Yes,,13,11,0,15,10,49,Moderate
CS-2026-006324,2026-03-17 08:15:00,2026-03-17 09:37:00,2026-03-19 22:32:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Auto-Routed,1.0,Resolved,48,No,Missing documentation,No,Small Group,Yes,Yes,No,9.2,1.37,62.28,60.92,No,14.28,13,11,20,15,0,59,High
CS-2026-009615,2026-01-31 14:15:00,2026-01-31 19:24:00,2026-02-02 11:37:00,Benefits Inquiry,Standard,TEAM-01,AN-007,Analyst Self-Select,1.0,Resolved,48,Yes,External party delay,No,Small Group,No,No,No,5.33,5.15,45.37,40.22,Yes,,13,11,0,0,0,24,Low
CS-2026-003616,2026-04-06 14:15:00,2026-04-06 20:28:00,2026-04-09 18:06:00,Claims Dispute,Standard,TEAM-02,AN-016,Analyst Self-Select,1.0,Resolved,72,No,No issue identified,No,Small Group,No,Yes,No,9.67,6.22,75.85,69.63,No,3.85,26,11,0,15,0,52,Moderate
CS-2026-004710,2026-06-09 17:30:00,2026-06-09 20:03:00,2026-06-12 21:56:00,Claims Dispute,Standard,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,No,System data gap,No,Small Group,No,No,No,9.38,2.55,76.43,73.88,No,4.43,26,11,0,0,0,37,Moderate
CS-2026-004357,2026-06-14 14:15:00,2026-06-14 17:10:00,2026-06-16 16:50:00,Authorization Review,Standard,TEAM-04,AN-027,Manual Triage,0.0,Resolved,48,No,External party delay,No,Individual,No,No,No,3.07,2.92,50.58,47.67,No,2.58,22,11,0,0,0,33,Moderate
CS-2026-005435,2026-01-18 09:30:00,2026-01-18 10:15:00,2026-01-23 06:19:00,Claims Dispute,Low,TEAM-02,AN-012,Auto-Routed,1.0,Resolved,72,No,Incorrect initial routing,No,Small Group,No,No,No,10.49,0.75,116.82,116.07,No,44.82,26,5,0,0,0,31,Moderate
CS-2026-008645,2026-03-26 08:15:00,2026-03-26 11:10:00,2026-03-28 00:12:00,Billing Correction,High,TEAM-05,AN-030,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Small Group,No,No,No,5.88,2.92,39.95,37.03,Yes,,17,19,0,0,0,36,Moderate
CS-2026-010431,2026-06-21 11:30:00,2026-06-21 20:01:00,2026-06-22 21:56:00,Benefits Inquiry,High,TEAM-01,AN-009,Analyst Self-Select,0.0,Resolved,48,Yes,Policy exception required,No,Individual,No,Yes,No,4.53,8.52,34.43,25.92,Yes,,13,19,0,15,0,47,Moderate
CS-2026-002972,2026-04-10 10:15:00,2026-04-10 13:37:00,2026-04-11 17:06:00,Enrollment Change,Standard,TEAM-03,AN-020,Manual Triage,0.0,Resolved,24,No,No issue identified,No,Mid-Market,Yes,No,No,2.83,3.37,30.85,27.48,No,6.85,9,11,20,0,0,40,Moderate
CS-2026-006415,2026-02-09 07:30:00,2026-02-09 10:52:00,2026-02-11 09:09:00,Billing Correction,Standard,TEAM-02,AN-014,Manual Triage,0.0,Resolved,72,Yes,No issue identified,No,Individual,Yes,No,No,5.86,3.37,49.65,46.28,Yes,,17,11,20,0,0,48,Moderate
CS-2026-007213,2026-04-22 07:30:00,2026-04-22 09:56:00,2026-04-24 03:40:00,Authorization Review,Standard,TEAM-04,AN-023,Manual Triage,0.0,Resolved,48,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,5.2,2.43,44.17,41.73,Yes,,22,11,0,0,0,33,Moderate
CS-2026-004192,2026-03-01 08:30:00,2026-03-01 09:42:00,2026-03-03 13:06:00,Authorization Review,High,TEAM-03,AN-017,Auto-Routed,1.0,Resolved,48,No,Incorrect initial routing,No,Small Group,Yes,No,No,8.27,1.2,52.6,51.4,No,4.6,22,19,20,0,0,61,High
CS-2026-005210,2026-03-24 14:30:00,2026-03-24 17:24:00,2026-03-25 04:00:00,Billing Correction,High,TEAM-05,AN-030,Manual Triage,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,No,2.97,2.9,13.5,10.6,Yes,,17,19,0,0,0,36,Moderate
CS-2026-012169,2026-02-21 07:00:00,2026-02-21 08:26:00,2026-02-23 00:17:00,Benefits Inquiry,Standard,TEAM-01,AN-002,Auto-Routed,0.0,Resolved,48,Yes,Not Recorded,No,Mid-Market,No,Yes,No,5.25,1.43,41.28,39.85,Yes,,13,11,0,15,0,39,Moderate
CS-2026-001377,2026-04-14 11:15:00,2026-04-14 12:40:00,2026-04-16 19:20:00,Claims Dispute,Standard,TEAM-02,AN-010,Manual Triage,0.0,Resolved,72,Yes,Incorrect initial routing,No,Small Group,Yes,No,No,8.63,1.42,56.08,54.67,Yes,,26,11,20,0,0,57,High
CS-2026-012141,2026-06-30 14:00:00,2026-06-30 19:42:00,,Claims Dispute,Low,TEAM-02,AN-016,Analyst Self-Select,3.0,Pending Information,72,,,No,Small Group,No,No,Yes,14.2,5.7,,,,,26,5,0,0,10,41,Moderate
CS-2026-001193,2026-05-01 17:15:00,2026-05-01 17:22:00,2026-05-03 03:24:00,Claims Dispute,Standard,TEAM-02,AN-012,Auto-Routed,0.0,Resolved,72,Yes,External party delay,No,Enterprise,No,No,No,5.47,0.12,34.15,34.03,Yes,,26,11,0,0,0,37,Moderate
CS-2026-007433,2026-02-02 08:00:00,2026-02-02 08:34:00,2026-02-03 17:27:00,Benefits Inquiry,High,TEAM-01,AN-005,Auto-Routed,0.0,Resolved,48,Yes,Missing documentation,No,Small Group,Yes,No,No,6.08,0.57,33.45,32.88,Yes,,13,19,20,0,0,52,Moderate
CS-2026-000366,2026-06-21 09:00:00,2026-06-21 09:24:00,2026-06-21 18:02:00,Enrollment Change,Urgent,TEAM-03,AN-022,Auto-Routed,0.0,Resolved,24,Yes,Missing documentation,No,Mid-Market,Yes,No,Yes,3.86,0.4,9.03,8.63,Yes,,9,25,20,0,10,64,High
CS-2026-005418,2026-04-23 09:00:00,2026-04-23 15:56:00,2026-04-25 21:26:00,Billing Correction,Low,TEAM-05,AN-033,Analyst Self-Select,0.0,Resolved,72,Yes,Missing documentation,No,Small Group,Yes,No,No,4.07,6.93,60.43,53.5,Yes,,17,5,20,0,0,42,Moderate
CS-2026-011655,2026-02-16 11:15:00,2026-02-16 11:26:00,2026-02-18 13:57:00,Claims Dispute,High,TEAM-02,AN-011,Auto-Routed,1.0,Resolved,72,Yes,Incorrect initial routing,No,Mid-Market,No,No,No,8.75,0.18,50.7,50.52,Yes,,26,19,0,0,0,45,Moderate
CS-2026-015196,2026-01-13 14:45:00,2026-01-13 17:45:00,2026-01-15 02:09:00,Authorization Review,High,TEAM-04,AN-026,Manual Triage,0.0,Resolved,48,Yes,Complex eligibility,No,Individual,No,No,No,3.98,3.0,35.4,32.4,Yes,,22,19,0,0,0,41,Moderate
CS-2026-002814,2026-02-24 13:45:00,2026-02-24 16:49:00,2026-02-27 09:07:00,Claims Dispute,High,TEAM-02,AN-011,Auto-Routed,0.0,Resolved,72,Yes,Missing documentation,No,Enterprise,Yes,No,No,12.13,3.07,67.37,64.3,Yes,,26,19,20,0,0,65,High
